datetime,n_feedback,val_bacc,val_loss,epochs
2025-08-01 13:30:41,36,0.5,0.5515007376670837,30
2025-08-01 14:05:57,36,0.5,0.5494149923324585,30
2025-08-01 15:09:16,36,0.5,0.5457942485809326,30
2025-08-01 20:11:31,36,0.5,0.5482691526412964,30
